Emotion,Text,Clean Text
sadness,i didnt feel humiliated,feel satisfied progress proud
sadness,i didnt feel humiliated,feel passionate
sadness,i didnt feel humiliated,im floating grey region self hate feeling superior
sadness,i didnt feel humiliated,feeling horny moment
sadness,i didnt feel humiliated,feeling compassionate time ive tissue thought form compassion lol asking cant stand look face ah
sadness,i didnt feel humiliated,feel delighted celebrated diversified enchanted womanhood speak forget
sadness,i didnt feel humiliated,best feels uncomfortable
sadness,i didnt feel humiliated,feeling drained poetic inclinations
sadness,i didnt feel humiliated,shire lovely reunited fields feeling bit restless missing london life
sadness,i didnt feel humiliated,feeling hurt let uncertain
sadness,i didnt feel humiliated,feel
sadness,i didnt feel humiliated,included feelings violent acts committed
sadness,i didnt feel humiliated,feeling drained taking aspect seriously
sadness,i didnt feel humiliated,feel like im whos fed world im glad trust watchers kind information
sadness,i didnt feel humiliated,need warmth remind hes life feels cold
sadness,i didnt feel humiliated,couldnt fall asleep feeling scared
sadness,i didnt feel humiliated,feel rude bring fridge eat food guess option
sadness,i didnt feel humiliated,feeling fault wronged caused abandon
sadness,i didnt feel humiliated,feeling bitter
sadness,i didnt feel humiliated,feel like im supportive encouraging comes healthy eating fitness
sadness,i didnt feel humiliated,im feeling excited new placement
sadness,i didnt feel humiliated,try feel defeated strive continue try create quilts fully express vision
sadness,i didnt feel humiliated,feel depressed know feels like big rock inside weighing
sadness,i didnt feel humiliated,ive feeling miserable graduated high school
sadness,i didnt feel humiliated,feel little paranoid forget ive learnt
sadness,i didnt feel humiliated,feel ecstatic relieved
sadness,i didnt feel humiliated,feel artistic yearnings music know provide family couldnt gift god given hard
sadness,i didnt feel humiliated,feel frustrated
sadness,i didnt feel humiliated,feel sorry times misjudged
sadness,i didnt feel humiliated,straight away started feel blood boil anger coming nerve getting agitated
sadness,i didnt feel humiliated,feeling sociable
sadness,i didnt feel humiliated,left property feeling insulted found minutes later main street unsuspecting victim unknown enemy attack
sadness,i didnt feel humiliated,im feeling determined push hiccups reach ultimate goal healthy weight range kg height
sadness,i didnt feel humiliated,feeling good pretty everyday
sadness,i didnt feel humiliated,feel cold wind
sadness,i didnt feel humiliated,feel sincere feelings know care time dont know
sadness,i didnt feel humiliated,meaning trusting oneself trusting takes know thoroughly completely feeling hopeless turning
sadness,i didnt feel humiliated,feel real mellow
sadness,i didnt feel humiliated,look solutions instead feeling helpless actually big difference
sadness,i didnt feel humiliated,went bowling david people didnt feel like sociable called texted lisa night texting chris time shes known life
sadness,i didnt feel humiliated,feel like accepted open arms hearts minds thanks facilitating welcoming supportive community marie
sadness,i didnt feel humiliated,suggest people feel ease caring giving societies
sadness,i didnt feel humiliated,im feeling gloomy weekend
sadness,i didnt feel humiliated,insist insist mother feel like pretty rotten
sadness,i didnt feel humiliated,feel distraught devastated
sadness,i didnt feel humiliated,feeling kind rebellious post little
sadness,i didnt feel humiliated,feeling strong indulging strength body feeling good looks
sadness,i didnt feel humiliated,im feeling rebellious sake rebellious
sadness,i didnt feel humiliated,focus writing feel bit tightness popular alternative pain area
sadness,i didnt feel humiliated,need things feel important children know
sadness,i didnt feel humiliated,guess wife know sure feel little bit selfish married
sadness,i didnt feel humiliated,feel kind sorry
sadness,i didnt feel humiliated,feel cool breeze coming soon
sadness,i didnt feel humiliated,blogging short time fact today marks month blogoversary feel accepted community
sadness,i didnt feel humiliated,sick feeling like hear passed away youre shocked lightheaded realize hes gone forever
sadness,i didnt feel humiliated,feel vulnerable im feel incapable defending labour point
sadness,i didnt feel humiliated,im feeling mellow id like point things dont understand
sadness,i didnt feel humiliated,feeling blessed enjoying time
sadness,i didnt feel humiliated,clumps everybody weird way feel liked respected unloved anybody
sadness,i didnt feel humiliated,im excited want proud homeschooled feel ashamed
sadness,i didnt feel humiliated,love looks bright feel dull
sadness,i didnt feel humiliated,feel drained feel energized
sadness,i didnt feel humiliated,feel like unsuccessful fail reaching goal freelance writing career
sadness,i didnt feel humiliated,stopped feeling mad machine stole money chose instead feel grateful clothes wash place
sadness,i didnt feel humiliated,didnt want stay feeling loneliness emptiness prayers blank requests paper deity
sadness,i didnt feel humiliated,understand feeling devastated sympathize
sadness,i didnt feel humiliated,feel people usually prefer truthful different things tell lies
sadness,i didnt feel humiliated,intrusive thoughts violent ones sexual sexual ones feel agitated pleasant violent ones tend bother
sadness,i didnt feel humiliated,hope youre feeling fond
sadness,i didnt feel humiliated,hope enjoy feel offended
sadness,i didnt feel humiliated,noticed months ago start feeling resentful walked pedestrian crossing intention course crossing road
sadness,i didnt feel humiliated,hate feeling im scared turn walk away
sadness,i didnt feel humiliated,feel special pass dont use hopefully offset expense forays
sadness,i didnt feel humiliated,cant help feel distraught
sadness,i didnt feel humiliated,feeling terrible
sadness,i didnt feel humiliated,feel pained situation circumstance frustrated control completely unacceptable instead looking like crazy person running cursing screaming throw tantrum mind
sadness,i didnt feel humiliated,omitted link article feel readers blog offended questionable adult content nyps webpage
sadness,i didnt feel humiliated,need crutches feel like cant help resigned position miserable long ago taking baby steps realize dont
sadness,i didnt feel humiliated,im actually feeling hopeful
sadness,i didnt feel humiliated,feel like helped tough spots
sadness,i didnt feel humiliated,know times feeling low stressed need pretty
sadness,i didnt feel humiliated,feel strange disconnect
sadness,i didnt feel humiliated,feel petty people judged simply
sadness,i didnt feel humiliated,im feeling tragic like im marlon brando
sadness,i didnt feel humiliated,hunger feel ferocious like tiger
sadness,i didnt feel humiliated,im putting books stack wondering ill stop feeling sad passing ray bradbury
sadness,i didnt feel humiliated,feel increasingly energetic comfortable inside
sadness,i didnt feel humiliated,feel like punished
sadness,i didnt feel humiliated,mean enjoy feeling pretty
sadness,i didnt feel humiliated,strong feel scared lonely lost confused
sadness,i didnt feel humiliated,feel genuinely stressed work
sadness,i didnt feel humiliated,im excited goes feel like im sitting feeling unhappy things
sadness,i didnt feel humiliated,feel accepted
sadness,i didnt feel humiliated,important going fun ipad strategy games original boots ugg wear ugg boots winter low cost ugg boots uggs need washed inside lightweight feel burdened speed finances payday loans payday loans monthly solution
sadness,i didnt feel humiliated,feel im largely unimportant person mean lot people consider coming
sadness,i didnt feel humiliated,want feeling valued
sadness,i didnt feel humiliated,look feel satisfied saved cultures terrible fate time spent job vain results efforts benefit students decades come
sadness,i didnt feel humiliated,narrowed items feel year babys life pleasant
sadness,i didnt feel humiliated,im locked world feel glad
sadness,i didnt feel humiliated,feel soo disturbed
sadness,i didnt feel humiliated,numb question feel terrified trust feelings
sadness,i didnt feel humiliated,think answer problems found bottle cheap alcohol logically know waits headache come following morning dull ache temple like feeling repressed tears
sadness,i didnt feel humiliated,feel absolutely lovely cup hot green tea keyboard
sadness,i didnt feel humiliated,feel useful
sadness,i didnt feel humiliated,feel spectator assumption amused wistful ease pain
sadness,i didnt feel humiliated,feel reach deeper stages sleep vital good sleep proper functioning following day
sadness,i didnt feel humiliated,feel pretty content hour ago
sadness,i didnt feel humiliated,thankful attending therapy forward fact probably feeling isolated misunderstood lonely
